Category,Product,Quantity (L.),Year
,Suco de uva reconstituído,,2014
,DERIVADOS,62907281.0,2014
,Espumante,2700.0,2014
,Espumante moscatel,100000.0,2014
,Base espumante,,2014
,Base espumante moscatel,1808044.0,2014
,Base Champenoise champanha,234725.0,2014
,Base Charmat champanha,376968.0,2014
,Bebida de uva,3860.0,2014
,Polpa de uva,2484000.0,2014
,Mosto simples,57582195.0,2014
,Mosto concentrado,,2014
,Mosto de uva com bagaço,,2014
,Mosto dessulfitado,,2014
,Mistelas,1000.0,2014
,Néctar de uva,1140.0,2014
,Licorosos,,2014
,Compostos,,2014
,Jeropiga,,2014
,Filtrado,,2014
,Frisante,26069.0,2014
,Vinho leve,,2014
,Vinho licoroso,36000.0,2014
,Brandy,,2014
,Destilado,,2014
,Bagaceira,,2014
,Licor de bagaceira,,2014
,Vinagre,53776.0,2014
,Borra líquida,50954.0,2014
,Borra seca,142850.0,2014
,Vinho Composto,3000.0,2014
,Pisco,,2014
,Vinho orgânico,,2014
,Espumante orgânico,,2014
,Destilado alcoólico simples de bagaceira,,2014
,Vinho acidificado,,2014
,Mosto parcialmente fermentado,,2014
,Outros derivados,,2014
Total,Total,374268255.0,2014
,VINHO DE MESA,210308560.0,2015
,Tinto,169811472.0,2015
,Branco,39557250.0,2015
,Rosado,939838.0,2015
,VINHO FINO DE MESA (VINIFERA),37148982.0,2015
,Tinto,16745896.0,2015
,Branco,19561966.0,2015
,Rosado,841120.0,2015
,SUCO,87894468.0,2015
,Suco de uva integral,52233155.0,2015
,Suco de uva concentrado,35661313.0,2015
,Suco de uva adoçado,,2015
,Suco de uva orgânico,,2015
,Suco de uva reconstituído,,2015
,DERIVADOS,107349704.0,2015
,Espumante,23750.0,2015
,Espumante moscatel,110100.0,2015
,Base espumante,,2015
,Base espumante moscatel,1607727.0,2015
,Base Champenoise champanha,605001.0,2015
,Base Charmat champanha,1466259.0,2015
,Bebida de uva,922.0,2015
,Polpa de uva,2371140.0,2015
,Mosto simples,100911592.0,2015
,Mosto concentrado,,2015
,Mosto de uva com bagaço,,2015
,Mosto dessulfitado,,2015
,Mistelas,,2015
,Néctar de uva,1000.0,2015
,Licorosos,,2015
,Compostos,,2015
,Jeropiga,,2015
,Filtrado,,2015
,Frisante,,2015
,Vinho leve,,2015
,Vinho licoroso,56000.0,2015
,Brandy,,2015
,Destilado,,2015
,Bagaceira,1350.0,2015
,Licor de bagaceira,,2015
,Vinagre,25800.0,2015
,Borra líquida,48833.0,2015
,Borra seca,120230.0,2015
,Vinho Composto,,2015
,Pisco,,2015
,Vinho orgânico,,2015
,Espumante orgânico,,2015
,Destilado alcoólico simples de bagaceira,,2015
,Vinho acidificado,,2015
,Mosto parcialmente fermentado,,2015
,Outros derivados,,2015
Total,Total,442701714.0,2015
,VINHO DE MESA,86319015.0,2016
,Tinto,75279191.0,2016
,Branco,10727099.0,2016
,Rosado,312725.0,2016
,VINHO FINO DE MESA (VINIFERA),18070626.0,2016
,Tinto,8774847.0,2016
,Branco,8705066.0,2016
,Rosado,590713.0,2016
,SUCO,42210389.0,2016
,Suco de uva integral,31117869.0,2016
,Suco de uva concentrado,11092520.0,2016
,Suco de uva adoçado,,2016
,Suco de uva orgânico,,2016
,Suco de uva reconstituído,,2016
,DERIVADOS,53950314.0,2016
,Espumante,1500.0,2016
,Espumante moscatel,100000.0,2016
,Base espumante,,2016
,Base espumante moscatel,1325700.0,2016
,Base Champenoise champanha,740395.0,2016
,Base Charmat champanha,250280.0,2016
,Bebida de uva,3474.0,2016
,Polpa de uva,1620430.0,2016
,Mosto simples,49770993.0,2016
,Mosto concentrado,,2016
,Mosto de uva com bagaço,,2016
,Mosto dessulfitado,,2016
,Mistelas,,2016
,Néctar de uva,,2016
,Licorosos,,2016
,Compostos,,2016
,Jeropiga,,2016
,Filtrado,,2016
,Frisante,,2016
,Vinho leve,,2016
,Vinho licoroso,24200.0,2016
,Brandy,,2016
,Destilado,,2016
,Bagaceira,1000.0,2016
,Licor de bagaceira,,2016
,Vinagre,5000.0,2016
,Borra líquida,24975.0,2016
,Borra seca,82367.0,2016
,Vinho Composto,,2016
,Pisco,,2016
,Vinho orgânico,,2016
,Espumante orgânico,,2016
,Destilado alcoólico simples de bagaceira,,2016
,Vinho acidificado,,2016
,Mosto parcialmente fermentado,,2016
,Outros derivados,,2016
Total,Total,200550344.0,2016
,VINHO DE MESA,255015187.0,2017
,Tinto,1365957.0,2017
,Branco,217527985.0,2017
,Rosado,36121245.0,2017
,VINHO FINO DE MESA (VINIFERA),44537870.0,2017
,Tinto,21442212.0,2017
,Branco,21928400.0,2017
,Rosado,1167258.0,2017
,SUCO,77161971.0,2017
,Suco de uva integral,46865626.0,2017
,Suco de uva concentrado,30059271.0,2017
,Suco de uva adoçado,177774.0,2017
,Suco de uva orgânico,,2017
,Suco de uva reconstituído,59300.0,2017
,DERIVADOS,109116761.0,2017
,Espumante,11280.0,2017
,Espumante moscatel,152375.0,2017
,Base espumante,,2017
,Base espumante moscatel,1965629.0,2017
,Base Champenoise champanha,1552403.0,2017
,Base Charmat champanha,893364.0,2017
,Bebida de uva,,2017
,Polpa de uva,2507125.0,2017
,Mosto simples,101010116.0,2017
,Mosto concentrado,,2017
,Mosto de uva com bagaço,772110.0,2017
,Mosto dessulfitado,,2017
,Mistelas,1500.0,2017
,Néctar de uva,3000.0,2017
,Licorosos,110820.0,2017
,Compostos,,2017
,Jeropiga,,2017
,Filtrado,,2017
,Frisante,,2017
,Vinho leve,,2017
,Vinho licoroso,110820.0,2017
,Brandy,,2017
,Destilado,,2017
,Bagaceira,900.0,2017
,Licor de bagaceira,,2017
,Vinagre,25319.0,2017
,Borra líquida,,2017
,Borra seca,,2017
,Vinho Composto,,2017
,Pisco,,2017
,Vinho orgânico,,2017
,Espumante orgânico,,2017
,Destilado alcoólico simples de bagaceira,,2017
,Vinho acidificado,,2017
,Mosto parcialmente fermentado,,2017
,Outros derivados,,2017
Total,Total,485831789.0,2017
,VINHO DE MESA,218375636.0,2018
,Tinto,188270142.0,2018
,Branco,29229970.0,2018
,Rosado,875524.0,2018
,VINHO FINO DE MESA (VINIFERA),38707220.0,2018
,Tinto,19118254.0,2018
,Branco,18297257.0,2018
,Rosado,1291709.0,2018
,SUCO,65467906.0,2018
,Suco de uva integral,34367996.0,2018
,Suco de uva concentrado,31099910.0,2018
,Suco de uva adoçado,,2018
,Suco de uva orgânico,,2018
,Suco de uva reconstituído,,2018
,DERIVADOS,95202101.0,2018
,Espumante,68500.0,2018
,Espumante moscatel,326200.0,2018
,Base espumante,,2018
,Base espumante moscatel,1320650.0,2018
,Base Champenoise champanha,228518.0,2018
,Base Charmat champanha,1746540.0,2018
,Bebida de uva,,2018
,Polpa de uva,2112683.0,2018
,Mosto simples,88910980.0,2018
,Mosto concentrado,,2018
,Mosto de uva com bagaço,,2018
,Mosto dessulfitado,,2018
,Mistelas,2000.0,2018
,Néctar de uva,,2018
,Licorosos,,2018
,Compostos,,2018
,Jeropiga,,2018
,Filtrado,,2018
,Frisante,,2018
,Vinho leve,8000.0,2018
,Vinho licoroso,124303.0,2018
,Brandy,,2018
,Destilado,680.0,2018
,Bagaceira,2100.0,2018
,Licor de bagaceira,,2018
,Vinagre,25367.0,2018
,Borra líquida,255100.0,2018
,Borra seca,70480.0,2018
,Vinho Composto,,2018
,Pisco,,2018
,Vinho orgânico,,2018
,Espumante orgânico,,2018
,Destilado alcoólico simples de bagaceira,,2018
,Vinho acidificado,,2018
,Mosto parcialmente fermentado,,2018
,Outros derivados,,2018
Total,Total,417752863.0,2018
,VINHO DE MESA,144629737.0,2019
,Tinto,121045115.0,2019
,Branco,22032828.0,2019
,Rosado,1551794.0,2019
,VINHO FINO DE MESA (VINIFERA),37615422.0,2019
,Tinto,17389377.0,2019
,Branco,18193055.0,2019
,Rosado,2032990.0,2019
,SUCO,77805352.0,2019
,Suco de uva integral,50239767.0,2019
,Suco de uva concentrado,26861009.0,2019
,Suco de uva adoçado,120320.0,2019
,Suco de uva orgânico,,2019
,Suco de uva reconstituído,584256.0,2019
,DERIVADOS,142888747.0,2019
,Espumante,52176.0,2019
,Espumante moscatel,515800.0,2019
,Base espumante,,2019
,Base espumante moscatel,1962443.0,2019
,Base Champenoise champanha,274903.0,2019
,Base Charmat champanha,1188095.0,2019
,Bebida de uva,,2019
,Polpa de uva,1480269.0,2019
,Mosto simples,135614344.0,2019
,Mosto concentrado,,2019
,Mosto de uva com bagaço,645816.0,2019
,Mosto dessulfitado,1000.0,2019
,Mistelas,3000.0,2019
,Néctar de uva,32519.0,2019
,Licorosos,,2019
,Compostos,,2019
,Jeropiga,,2019
,Filtrado,,2019
,Frisante,,2019
,Vinho leve,,2019
,Vinho licoroso,99485.0,2019
,Brandy,,2019
,Destilado,,2019
,Bagaceira,10495.0,2019
,Licor de bagaceira,1507.0,2019
,Vinagre,76096.0,2019
,Borra líquida,901431.0,2019
,Borra seca,25996.0,2019
,Vinho Composto,,2019
,Pisco,3372.0,2019
,Vinho orgânico,,2019
,Espumante orgânico,,2019
,Destilado alcoólico simples de bagaceira,,2019
,Vinho acidificado,,2019
,Mosto parcialmente fermentado,,2019
,Outros derivados,,2019
Total,Total,402939258.0,2019
,VINHO DE MESA,124200414.0,2020
,Tinto,103916391.0,2020
,Branco,19568734.0,2020
,Rosado,715289.0,2020
,VINHO FINO DE MESA (VINIFERA),32516686.0,2020
,Tinto,15451883.0,2020
,Branco,15487915.0,2020
,Rosado,1576888.0,2020
,SUCO,69261287.0,2020
,Suco de uva integral,40718523.0,2020
,Suco de uva concentrado,27963865.0,2020
,Suco de uva adoçado,107289.0,2020
,Suco de uva orgânico,471610.0,2020
,Suco de uva reconstituído,,2020
,DERIVADOS,92533804.0,2020
,Espumante,32399.0,2020
,Espumante moscatel,689139.0,2020
,Base espumante,,2020
,Base espumante moscatel,3006705.0,2020
,Base Champenoise champanha,200777.0,2020
,Base Charmat champanha,2487939.0,2020
,Bebida de uva,,2020
,Polpa de uva,1803472.0,2020
,Mosto simples,80355474.0,2020
,Mosto concentrado,,2020
,Mosto de uva com bagaço,3078256.0,2020
,Mosto dessulfitado,5000.0,2020
,Mistelas,,2020
,Néctar de uva,46000.0,2020
,Licorosos,,2020
,Compostos,,2020
,Jeropiga,2000.0,2020
,Filtrado,,2020
,Frisante,,2020
,Vinho leve,,2020
,Vinho licoroso,48678.0,2020
,Brandy,,2020
,Destilado,,2020
,Bagaceira,,2020
,Licor de bagaceira,5800.0,2020
,Vinagre,10000.0,2020
,Borra líquida,509378.0,2020
,Borra seca,167587.0,2020
,Vinho Composto,,2020
,Pisco,1000.0,2020
,Vinho orgânico,18700.0,2020
,Espumante orgânico,,2020
,Destilado alcoólico simples de bagaceira,500.0,2020
,Vinho acidificado,65000.0,2020
,Mosto parcialmente fermentado,,2020
,Outros derivados,,2020
Total,Total,318512191.0,2020
,VINHO DE MESA,173899995.0,2021
,Tinto,146075996.0,2021
,Branco,26432799.0,2021
,Rosado,1391200.0,2021
,VINHO FINO DE MESA (VINIFERA),43474998.0,2021
,Tinto,20433249.0,2021
,Branco,20867999.0,2021
,Rosado,2173750.0,2021
,SUCO,100932264.0,2021
,Suco de uva integral,68038479.0,2021
,Suco de uva concentrado,32131218.0,2021
,Suco de uva adoçado,40450.0,2021
,Suco de uva orgânico,722117.0,2021
,Suco de uva reconstituído,,2021
,DERIVADOS,169031493.0,2021
,Espumante,70091.0,2021
,Espumante moscatel,11950.0,2021
,Base espumante,5475049.0,2021
,Base espumante moscatel,5549471.0,2021
,Base Champenoise champanha,,2021
,Base Charmat champanha,,2021
,Bebida de uva,2000.0,2021
,Polpa de uva,1180578.0,2021
,Mosto simples,153579926.0,2021
,Mosto concentrado,,2021
,Mosto de uva com bagaço,618764.0,2021
,Mosto dessulfitado,1532000.0,2021
,Mistelas,2500.0,2021
,Néctar de uva,18187.0,2021
,Licorosos,,2021
,Compostos,,2021
,Jeropiga,3540.0,2021
,Filtrado,,2021
,Frisante,1390.0,2021
,Vinho leve,,2021
,Vinho licoroso,30000.0,2021
,Brandy,120.0,2021
,Destilado,,2021
,Bagaceira,12060.0,2021
,Licor de bagaceira,,2021
,Vinagre,7500.0,2021
,Borra líquida,116450.0,2021
,Borra seca,16789.0,2021
,Vinho Composto,160000.0,2021
,Pisco,,2021
,Vinho orgânico,93884.0,2021
,Espumante orgânico,2412.0,2021
,Destilado alcoólico simples de bagaceira,3000.0,2021
,Vinho acidificado,,2021
,Mosto parcialmente fermentado,543510.0,2021
,Outros derivados,322.0,2021
Total,Total,487338750.0,2021
,VINHO DE MESA,195031611.0,2022
,Tinto,162844214.0,2022
,Branco,30198430.0,2022
,Rosado,1988968.0,2022
,VINHO FINO DE MESA (VINIFERA),47511796.0,2022
,Tinto,24417918.0,2022
,Branco,20896613.0,2022
,Rosado,2197265.0,2022
,SUCO,65809079.0,2022
,Suco de uva integral,35248305.0,2022
,Suco de uva concentrado,29892550.0,2022
,Suco de uva adoçado,79130.0,2022
,Suco de uva orgânico,589094.0,2022
,Suco de uva reconstituído,,2022
,DERIVADOS,138501226.0,2022
,Espumante,70759.0,2022
,Espumante moscatel,27200.0,2022
,Base espumante,,2022
,Base espumante moscatel,6308043.0,2022
,Base Champenoise champanha,1146717.0,2022
,Base Charmat champanha,4078766.0,2022
,Bebida de uva,,2022
,Polpa de uva,387886.0,2022
,Mosto simples,126048241.0,2022
,Mosto concentrado,,2022
,Mosto de uva com bagaço,,2022
,Mosto dessulfitado,,2022
,Mistelas,,2022
,Néctar de uva,,2022
,Licorosos,,2022
,Compostos,,2022
,Jeropiga,5000.0,2022
,Filtrado,,2022
,Frisante,,2022
,Vinho leve,,2022
,Vinho licoroso,67000.0,2022
,Brandy,,2022
,Destilado,,2022
,Bagaceira,4998.0,2022
,Licor de bagaceira,,2022
,Vinagre,16200.0,2022
,Borra líquida,,2022
,Borra seca,,2022
,Vinho Composto,,2022
,Pisco,,2022
,Vinho orgânico,88890.0,2022
,Espumante orgânico,,2022
,Destilado alcoólico simples de bagaceira,4300.0,2022
,Vinho acidificado,,2022
,Mosto parcialmente fermentado,,2022
,Outros derivados,247228.0,2022
Total,Total,446853712.0,2022
,VINHO DE MESA,169762429.0,2023
,Tinto,139320884.0,2023
,Branco,27910299.0,2023
,Rosado,2531246.0,2023
,VINHO FINO DE MESA (VINIFERA),46268556.0,2023
,Tinto,23615783.0,2023
,Branco,20693437.0,2023
,Rosado,1959336.0,2023
,SUCO,67045238.0,2023
,Suco de uva integral,38122173.0,2023
,Suco de uva concentrado,28216760.0,2023
,Suco de uva adoçado,94587.0,2023
,Suco de uva orgânico,611718.0,2023
,Suco de uva reconstituído,,2023
,DERIVADOS,174716647.0,2023
,Espumante,65525.0,2023
,Espumante moscatel,14744.0,2023
,Base espumante,,2023
,Base espumante moscatel,6734590.0,2023
,Base Champenoise champanha,1552243.0,2023
,Base Charmat champanha,5418118.0,2023
,Bebida de uva,1627.0,2023
,Polpa de uva,1388251.0,2023
,Mosto simples,157848983.0,2023
,Mosto concentrado,,2023
,Mosto de uva com bagaço,7784.0,2023
,Mosto dessulfitado,,2023
,Mistelas,600.0,2023
,Néctar de uva,70976.0,2023
,Licorosos,,2023
,Compostos,,2023
,Jeropiga,4500.0,2023
,Filtrado,,2023
,Frisante,,2023
,Vinho leve,,2023
,Vinho licoroso,73600.0,2023
,Brandy,450.0,2023
,Destilado,,2023
,Bagaceira,,2023
,Licor de bagaceira,,2023
,Vinagre,9000.0,2023
,Borra líquida,758140.0,2023
,Borra seca,17200.0,2023
,Vinho Composto,,2023
,Pisco,,2023
,Vinho orgânico,94150.0,2023
,Espumante orgânico,1365.0,2023
,Destilado alcoólico simples de bagaceira,,2023
,Vinho acidificado,2500.0,2023
,Mosto parcialmente fermentado,,2023
,Outros derivados,652301.0,2023
Total,Total,457792870.0,2023
